disease,SnoRNA,Score
4,172,0.9999993310043886
4,103,0.999999263486818
6,82,0.9999985297971016
6,184,0.9999985297971016
6,34,0.9999985297971016
6,41,0.9999985297971016
6,186,0.9999985297971016
6,195,0.9999985297971016
6,129,0.9999985297971016
0,38,0.9999980393813134
2,19,0.999994859829182
0,82,0.9999932723112002
0,156,0.999986604338061
4,156,0.9999856845995354
16,38,0.9999838282169904
0,103,0.9974603355238713
6,25,0.9961223105046122
6,26,0.9961223105046122
6,103,0.995988942708338
6,209,0.9957882881690978
6,137,0.9957882881690978
6,197,0.9957882881690978
6,165,0.9957882881690978
6,43,0.9957882881690978
6,206,0.9957882881690978
6,156,0.9957227801079688
6,219,0.9956369074897904
6,214,0.9956369074897904
6,130,0.9956369074897904
6,5,0.9950947365716124
6,203,0.9950947365716124
6,185,0.9950947365716124
20,103,0.9950600489495498
2,82,0.9947461948224074
6,178,0.9945616799100748
4,16,0.9944245367104798
4,89,0.9941539851850764
16,149,0.993923932617682
0,23,0.9929702704056655
0,146,0.9929702704056655
0,188,0.9929702704056655
0,101,0.9929702704056655
0,6,0.9929702704056655
0,117,0.9929702704056655
0,147,0.9929702704056655
0,27,0.9929702704056655
0,81,0.9929702704056655
0,145,0.9929702704056655
0,54,0.9929702704056655
0,48,0.9929702704056655
0,200,0.9929702704056655
0,11,0.9929702704056655
0,165,0.9927675496581332
2,163,0.9927395268081028
4,185,0.9926106049985972
4,131,0.9926106049985972
4,203,0.9926106049985972
4,22,0.9926106049985972
16,150,0.992355790884886
0,176,0.9923260450474544
0,32,0.9923260450474544
0,148,0.9923260450474544
0,135,0.9923260450474544
0,83,0.9923260450474544
0,166,0.9923260450474544
2,70,0.9923254095003412
1,26,0.9923046792160224
1,25,0.9923046792160224
4,178,0.9919816253668752
16,26,0.991700242338276
2,210,0.9914096566485062
0,210,0.991199652968408
16,43,0.9910344313183698
16,195,0.9910344313183698
16,210,0.9910344313183698
16,34,0.9910344313183698
16,186,0.9910344313183698
16,137,0.9910344313183698
16,82,0.9910344313183698
16,41,0.9910344313183698
16,197,0.9910344313183698
2,26,0.991034246303214
16,103,0.990770958666504
0,155,0.9904984704675068
0,136,0.990407835483628
0,163,0.990407835483628
1,34,0.9903297850227182
1,195,0.9903297850227182
1,184,0.9903297850227182
4,129,0.9903297850227182
4,209,0.9903297850227182
4,34,0.9903297850227182
1,197,0.9903297850227182
1,209,0.9903297850227182
4,186,0.9903297850227182
1,206,0.9903297850227182
4,165,0.9903297850227182
20,89,0.9902704841035528
2,91,0.9899880195215542
0,114,0.989660963587466
0,24,0.989660963587466
0,201,0.989660963587466
0,92,0.989660963587466
6,155,0.989643860302449
0,150,0.9893448699132568
0,213,0.9892198894745188
4,21,0.9888100281277622
2,207,0.9887597241245996
6,127,0.987844155649511
16,87,0.98568284037613
16,35,0.9855292326824444
1,113,0.9838330906183014
1,127,0.9837763480378916
4,127,0.9837763480378916
0,214,0.9824709516075384
2,15,0.9817182258111524
0,186,0.9812774098064884
0,129,0.9812774098064884
6,77,0.9800626589469706
16,44,0.9796075137869392
0,31,0.97948375982553
20,149,0.979251296635232
16,156,0.9786462592452714
6,113,0.9782465869415842
0,149,0.9776082220078636
4,87,0.9774724146530136
16,219,0.9771616314614804
16,182,0.9771616314614804
15,28,0.9745208482165084
2,38,0.9735290999291591
0,33,0.9734199201951595
6,38,0.973168591840316
0,172,0.9731054365915364
15,34,0.9729029700279748
0,185,0.97243198597666
0,5,0.97243198597666
0,21,0.97243198597666
9,186,0.971922109967569
2,12,0.9695660326521794
2,121,0.9692981083383192
4,44,0.967676236514842
16,158,0.967344205590229
21,34,0.9658714566021396
17,34,0.9658714566021396
2,72,0.965718843309682
2,25,0.9648080273477622
20,206,0.9647481173071984
0,118,0.9646371019263454
2,136,0.9637729522337334
6,172,0.9634008117066684
6,30,0.963344690009466
16,136,0.9632255070729604
16,163,0.9632255070729604
16,16,0.9632255070729604
4,39,0.963012834089578
6,84,0.9623028506843434
6,163,0.9623028506843434
20,16,0.9620899525102864
3,34,0.9607219066930516
6,16,0.9605735144395008
0,132,0.9596318377340732
17,63,0.95956212980753
13,149,0.9594186520456696
14,149,0.9594186520456696
15,43,0.9591961007290054
6,42,0.9591497027448376
6,177,0.9591497027448376
9,182,0.9585868793871668
7,182,0.9585868793871668
0,190,0.958585758063952
6,207,0.9585193254238276
13,201,0.9572487183016808
14,201,0.9572487183016808
20,93,0.9555227125558624
20,28,0.9550698817414434
16,63,0.9543912457753916
21,92,0.9540910917271694
19,92,0.9540910917271694
17,92,0.9540910917271694
6,182,0.9523736093219776
16,107,0.9523533535946922
6,131,0.9518143076842474
6,158,0.9515575467063248
3,63,0.9502710085378946
21,103,0.949206341864245
19,103,0.949206341864245
20,186,0.9487570894697392
4,63,0.9479929910035764
2,10,0.9463944986794592
18,6,0.9454451063442788
15,6,0.9454451063442788
15,201,0.9449604961258812
18,201,0.9449604961258812
1,91,0.9440263027675344
15,120,0.9435695968106406
7,45,0.941971897293218
9,45,0.941971897293218
7,28,0.9419122097073568
6,63,0.941451708499872
20,44,0.9413895553045232
4,90,0.9406934382637216
19,93,0.9372271607980822
6,81,0.9362897474253644
16,30,0.9360764480284012
20,87,0.9357818653220584
13,96,0.9342855777756568
14,96,0.9342855777756568
10,28,0.9334561724364748
20,172,0.9332185842229122
23,201,0.9330162895470556
15,155,0.9329182447382608
6,91,0.9324496399904584
9,197,0.9305574695819911
20,152,0.9301200529195984
25,34,0.929939205066174
2,216,0.9291578238619363
7,44,0.9285248050868588
20,201,0.9285171831884428
6,28,0.9283674077029778
0,128,0.9280752225809692
6,133,0.927934020362628
6,96,0.927934020362628
6,120,0.9277934909742214
16,42,0.9268930967770944
6,93,0.926524273115686
20,43,0.9262571611002892
20,34,0.9262571611002892
23,6,0.9260856896735452
14,6,0.9260856896735452
13,6,0.9260856896735452
4,128,0.9254228596678667
1,128,0.9254228596678667
1,175,0.9254228596678667
4,175,0.9254228596678667
16,93,0.9250188756855244
7,16,0.9242031956335366
9,16,0.9242031956335366
9,165,0.9239299271926024
0,121,0.9229884590846802
14,28,0.9223966750358488
7,150,0.9223413216965026
6,175,0.9221944984184728
15,63,0.9221166392374126
16,91,0.9216468011163677
2,190,0.921291024079739
4,149,0.9211491960505556
0,14,0.9194044564626592
9,174,0.9188441894667108
9,36,0.9186925875891224
23,122,0.9186457318156032
6,117,0.9178071958866764
6,194,0.9178071958866764
6,176,0.9178071958866764
6,83,0.9178071958866764
6,201,0.9178071958866764
6,146,0.9178071958866764
6,32,0.9178071958866764
6,114,0.9178071958866764
6,147,0.9178071958866764
6,57,0.9178071958866764
6,213,0.9178071958866764
6,24,0.9178071958866764
6,23,0.9178071958866764
6,166,0.9178071958866764
6,100,0.9178071958866764
6,145,0.9178071958866764
6,54,0.9178071958866764
6,148,0.9178071958866764
6,92,0.9178071958866764
6,200,0.9178071958866764
6,135,0.9178071958866764
6,196,0.9178071958866764
16,22,0.917716571083019
1,22,0.917716571083019
5,201,0.9168926818806172
6,72,0.9166781287654304
6,187,0.9166781287654304
19,165,0.9156971459170342
20,122,0.915279505806002
4,31,0.9146247800931242
1,31,0.9146247800931242
14,184,0.9141806445749492
23,184,0.9141806445749492
0,162,0.9129666560270114
5,149,0.9126871777570552
13,132,0.9124094815079614
21,70,0.9119513258859392
17,70,0.9119513258859392
13,140,0.9105391770783964
14,122,0.9098651527498548
13,122,0.9098651527498548
19,63,0.9089179045232232
18,122,0.9088289157524216
15,122,0.9088289157524216
11,6,0.9087897225900746
10,6,0.9087897225900746
9,51,0.9087539294266254
7,51,0.9087539294266254
7,184,0.9087497490666488
9,184,0.9087497490666488
4,190,0.9078936577267605
1,190,0.9078936577267605
4,132,0.9078936577267605
4,46,0.9078936577267605
1,132,0.9078936577267605
11,201,0.9074177332557632
10,201,0.9074177332557632
5,140,0.9073844055056384
15,140,0.9068400408346976
18,140,0.9068400408346976
6,136,0.9067768714060606
16,81,0.9062952864477926
19,210,0.9051666152571912
9,201,0.904833082118406
17,120,0.9046112091818884
21,120,0.9046112091818884
3,120,0.9046112091818884
0,120,0.9045536683407814
4,152,0.9043440864270704
0,193,0.9039139208937742
1,103,0.9033031953220676
11,122,0.9032957543179984
10,122,0.9032957543179984
5,162,0.9029579551505632
16,65,0.9019096705065835
1,156,0.9018742469579556
6,119,0.9009693755651178
20,156,0.8999102804297832
17,43,0.8987159857632515
21,43,0.8987159857632515
7,149,0.8975452236698157
